Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
0,107.14310594216603,12.670500548669432,5.08788082610239,-0.30782634495421296,0.005300000000000082,0.0056,0.0050000000000000044,864,0.0002587497191251297,0.0002587497191251297,0.0002587497191251297,0_14:0.01038382411055297; 0_1:0.013139806361343154,0_14:519.1111111111111; 0_1:853.3333333333333
1,134.47436889980065,104.74889918982123,4.980874487452363,-0.3090210276711882,0.0019000000000000128,0.0034,0.00039999999999995595,864,0.00018174146718408568,0.00018174146718408568,0.00018174146718408568,1_2:0.007788005539038523; 1_0:0.013139806361343154,1_2:298.66666666666663; 1_0:817.7777777777777
2,105.14669968840624,80.69121795471904,4.891696876913786,-0.3104045548370229,0.026900000000000035,0.03,0.023800000000000043,864,0.00034848594450093785,0.00034848594450093785,0.00034848594450093785,2_3:0.013102713413987305; 2_1:0.007788005539038523,2_3:462.2222222222222; 2_1:334.22222222222223
3,81.87952599339893,30.035301362553657,4.9442056668550896,-0.2771085116249422,0.07879999999999998,0.0854,0.07220000000000004,864,0.0003926136862537631,0.0003926136862537631,0.0003926136862537631,3_4:0.025341773893403058; 3_2:0.013102713413987305,3_4:775.1111111111111; 3_2:497.77777777777777
4,128.13819181699358,92.01667603520099,4.986699705232528,-0.32194992127890304,0.387,0.283,0.491,864,0.0008876483781676648,0.0008876483781676648,0.0008876483781676648,4_15:0.013496710577393656; 4_3:0.025341773893403058; 4_5:0.01397570462436587,4_15:689.7777777777777; 4_3:810.6666666666666; 4_5:760.8888888888888
5,135.93636001235774,150.13405386494736,4.882340710141966,-0.3103903900200161,0.060799999999999965,0.06340000000000001,0.0582,864,0.0005974573299963059,0.0005974573299963059,0.0005974573299963059,5_6:0.008489572170003429; 5_4:0.01397570462436587,5_6:405.3333333333333; 5_4:725.3333333333333
6,122.51523323324439,119.83088994691867,4.968656250212134,-0.3080618610249764,0.05149999999999999,0.04520000000000002,0.0578,864,0.0003852346827969412,0.0003852346827969412,0.0003852346827969412,6_5:0.008489572170003429; 6_7:0.011021645172802574,6_5:369.77777777777777; 6_7:455.1111111111111
7,96.38447171000738,59.548196238923175,5.015064236839122,-0.3082410181152408,0.0029000000000000137,0.0041999999999999815,0.0016,864,0.0002828086360381502,0.0002828086360381502,0.0002828086360381502,7_8:0.010397068958018951; 7_6:0.011021645172802574,7_8:533.3333333333333; 7_6:419.55555555555554
8,92.5855468364333,135.57956167537407,5.111197902849418,-0.30730369604284186,0.01090000000000002,0.0138,0.008000000000000007,864,0.00045429813051764195,0.00045429813051764195,0.00045429813051764195,8_16:0.03692548590651093; 8_7:0.010397068958018951,8_16:391.1111111111111; 8_7:568.8888888888889
9,108.56619879083975,15.240710914390649,4.97189136192929,-0.30941449678669675,0.26280000000000003,0.267,0.25860000000000005,864,0.011430205686786363,0.011430205686786363,0.011430205686786363,9_10:0.10081558780769001,9_10:1009.7777777777777
10,148.6592491309117,20.30656076282656,4.876237721950645,-0.31036275856388135,0.13019999999999998,0.13859999999999995,0.1218,864,0.004007114698756998,0.004007114698756998,0.004007114698756998,10_11:0.06091105895048024; 10_9:0.10081558780769001,10_11:1130.6666666666665; 10_9:974.2222222222222
11,86.85587726313594,30.507671651018402,5.132097190953891,-0.3067264672416912,0.24859999999999993,0.25139999999999996,0.2458,864,0.0034376663113539984,0.0034376663113539984,0.0034376663113539984,11_10:0.06091105895048024; 11_12:0.05561285883949396,11_10:1166.2222222222222; 11_12:796.4444444444443
12,122.65766306650505,51.569614265528756,4.830456021244343,-0.31113307291130765,0.486,0.3978,0.5742,864,0.00117399307144784,0.00117399307144784,0.00117399307144784,12_17:0.03657480693025536; 12_13:0.012179573600772348; 12_11:0.05561285883949396,12_17:846.2222222222222; 12_13:490.66666666666663; 12_11:832
13,78.18258861459957,10.115783023718537,4.950382003490916,-0.3087584515470989,0.08210000000000006,0.0394,0.12480000000000002,864,0.00026889520985335204,0.00026889520985335204,0.00026889520985335204,13_12:0.012179573600772348,13_12:455.1111111111111
14,94.97110432310784,131.94761511540042,4.995393462269031,-0.3088559585368562,0.0121,0.0094,0.014800000000000035,864,0.00048264435726170563,0.00048264435726170563,0.00048264435726170563,14_0:0.01038382411055297; 14_18:0.007135385303721958,14_0:483.55555555555554; 14_18:355.55555555555554
15,104.53788499540043,72.02354769358347,5.11805231690512,-0.30737629560660373,0.008099999999999996,0.009600000000000053,0.0066,864,0.001927456281897382,0.001927456281897382,0.001927456281897382,15_22:0.020031134893107122; 15_4:0.013496710577393656,15_22:753.7777777777777; 15_4:654.2222222222222
16,113.3030200153552,179.81753835716722,4.917853343903695,-0.30910092710704107,0.009000000000000008,0.011399999999999966,0.0066,864,0.00016716109760746612,0.00016716109760746612,0.00016716109760746612,16_8:0.03692548590651093; 16_26:0.008976854477230456,16_8:426.66666666666663; 16_26:348.4444444444444
17,164.51372301829264,22.55168271162512,5.003107578851333,-0.3076325267311604,0.027900000000000036,0.0326,0.0232,864,0.0003577696226390607,0.0003577696226390607,0.0003577696226390607,17_30:0.019535585197296923; 17_12:0.03657480693025536,17_30:384; 17_12:881.7777777777777
18,124.57044261707694,176.91704602313453,4.865478886129551,-0.3112495816692565,0.044499999999999984,0.0458,0.043200000000000016,864,0.0001918577861448593,0.0001918577861448593,0.0001918577861448593,18_19:0.007682721279473337; 18_14:0.007135385303721958,18_19:405.3333333333333; 18_14:391.1111111111111
