Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
89,211.9206940545405,150.54080137198375,4.796707031207595,-0.3087429914596146,0.03810000000000002,0.0434,0.03280000000000005,1244.4444444444443,0.00015010057698237273,0.00015010057698237273,0.00015010057698237273,89_88:0.03999105408157319; 89_74:0.004339583689036697,89_88:611.5555555555555; 89_74:611.5555555555555
90,285.80482464779556,291.9628102970274,4.70427359245241,0,0.0035000000000000586,0.00539999999999996,0.0016,1244.4444444444443,0.00012065020275254416,0.00012065020275254416,0.00012065020275254416,90_75:0.008471065720538573; 90_94:0.005166483419097562,90_75:611.5555555555555; 90_94:661.3333333333333
91,265.39732135320713,86.34837141373765,4.709022627000231,0,0.005600000000000049,0.010000000000000009,0.0012,1244.4444444444443,0.0002438574724064918,0.0002438574724064918,0.0002438574724064918,91_79:0.011982057222557907; 91_98:0.010155300677101825,91_79:611.5555555555555; 91_98:661.3333333333333
92,297.6840542667794,60.51071490477869,4.729504139225258,0,0.0017000000000000348,0.0018000000000000238,0.0016,1244.4444444444443,0.0001705926954293387,0.0001705926954293387,0.0001705926954293387,92_83:0.004327839007330608; 92_102:0.006705192772236496,92_83:611.5555555555555; 92_102:611.5555555555555
93,365.75020481715836,303.7032400762544,4.678350972247978,0,0.12480000000000002,0.14439999999999997,0.1052,1244.4444444444443,0.00033849863156799474,0.00033849863156799474,0.00033849863156799474,93_87:0.008579004281065172; 93_106:0.011225071827046268,93_87:661.3333333333333; 93_106:661.3333333333333
94,214.97496047006047,186.65937294507242,4.876057354770742,-0.307945120050947,0.006599999999999939,0.0058,0.007399999999999962,1244.4444444444443,0.00013864405460378717,0.00013864405460378717,0.00013864405460378717,94_95:0.020994255802836176; 94_90:0.005166483419097562,94_95:611.5555555555555; 94_90:611.5555555555555
95,234.5628171135305,35.4578902629492,4.597076735829503,-0.31184697612074663,0.01089999999999991,0.0146,0.007199999999999984,1244.4444444444443,0.00016021051938527132,0.00016021051938527132,0.00016021051938527132,95_96:0.005706634229242502; 95_94:0.020994255802836176,95_96:661.3333333333333; 95_94:661.3333333333333
96,170.26840446355402,172.2522737194311,4.7330093938199695,-0.3089495990372354,0.0030000000000000027,0.0048,0.0011999999999999789,1244.4444444444443,0.0001782288476868983,0.0001782288476868983,0.0001782288476868983,96_109:0.012340231616830066; 96_95:0.005706634229242502; 96_97:0.004966428973542131,96_109:611.5555555555555; 96_95:611.5555555555555; 96_97:661.3333333333333
97,234.52400115370304,233.46445470921958,4.806809603073169,0,0.0020000000000000018,0.0026000000000000467,0.0014,1244.4444444444443,0.00015430713592710964,0.00015430713592710964,0.00015430713592710964,97_98:0.006941692017728124; 97_96:0.004966428973542131,97_98:611.5555555555555; 97_96:611.5555555555555
98,271.688760997012,36.63335984944761,4.609005632540893,-0.31259114034625324,0.006800000000000028,0.008600000000000052,0.005,1244.4444444444443,0.00037016992474928415,0.00037016992474928415,0.00037016992474928415,98_91:0.010155300677101825; 98_99:0.009663723499275245; 98_97:0.006941692017728124,98_91:611.5555555555555; 98_99:611.5555555555555; 98_97:661.3333333333333
99,384.50996177665314,110.67926667038951,4.574508294734032,0,0.005400000000000071,0.007199999999999984,0.0036,1244.4444444444443,0.000247416641387427,0.000247416641387427,0.000247416641387427,99_98:0.009663723499275245; 99_100:0.00742475587263014,99_98:661.3333333333333; 99_100:661.3333333333333
100,373.27886138836027,73.39352447969796,4.647300965364074,-0.31090085638093473,0.0017000000000000348,0.0031999999999999806,0.0002,1244.4444444444443,0.00018284002543973038,0.00018284002543973038,0.00018284002543973038,100_101:0.005142693815996996; 100_110:0.009351916568768992; 100_99:0.00742475587263014,100_101:661.3333333333333; 100_110:611.5555555555555; 100_99:611.5555555555555
101,229.12005487312433,151.4219503280416,4.7243181903063824,0,0.0045999999999999375,0.008000000000000007,0.0012,1244.4444444444443,0.00022266550990133853,0.00022266550990133853,0.00022266550990133853,101_100:0.005142693815996996; 101_102:0.006420295796576492,101_100:611.5555555555555; 101_102:611.5555555555555
102,190.73863571087057,189.55492091067805,4.604287347180854,-0.3123257368739093,0.0037000000000000366,0.0054,0.0020000000000000018,1244.4444444444443,0.0001989047803390328,0.0001989047803390328,0.0001989047803390328,102_103:0.005783105452119769; 102_101:0.006420295796576492; 102_92:0.006705192772236496,102_103:661.3333333333333; 102_101:661.3333333333333; 102_92:661.3333333333333
103,196.2100927170182,121.54506177273869,4.664151045345773,0,0.0025999999999999357,0.0041999999999999815,0.001,1244.4444444444443,0.00015571071888399282,0.00015571071888399282,0.00015571071888399282,103_102:0.005783105452119769; 103_104:0.01411012196889555,103_102:611.5555555555555; 103_104:611.5555555555555
104,269.5276450049713,23.359566306611125,4.802261855486814,-0.30893907955661914,0.013499999999999956,0.0166,0.010399999999999965,1244.4444444444443,0.0005182091452565882,0.0005182091452565882,0.0005182091452565882,104_105:0.016322531157110215; 104_111:0.008658699378539164; 104_103:0.01411012196889555,104_105:611.5555555555555; 104_111:661.3333333333333; 104_103:661.3333333333333
105,257.414447438795,80.5318750891309,4.7492604213091285,0,0.040000000000000036,0.0406,0.03939999999999999,1244.4444444444443,0.0015866498360210238,0.0015866498360210238,0.0015866498360210238,105_104:0.016322531157110215; 105_106:0.013093018175795473,105_104:661.3333333333333; 105_106:661.3333333333333
106,260.9022285257865,129.56902262605496,4.718695684312512,-0.2978689111850021,0.09610000000000007,0.0544,0.13780000000000003,1244.4444444444443,0.0006257083191321814,0.0006257083191321814,0.0006257083191321814,106_107:0.012796396904384277; 106_105:0.013093018175795473; 106_93:0.011225071827046268,106_107:611.5555555555555; 106_105:611.5555555555555; 106_93:611.5555555555555
107,137.59395299347318,28.968906696133857,4.614677760904045,0,0.0024999999999999467,0.0031999999999999806,0.0018,1244.4444444444443,0.0003512127129334513,0.0003512127129334513,0.0003512127129334513,107_106:0.012796396904384277; 107_108:0.0078089062891281424,107_106:661.3333333333333; 107_108:611.5555555555555
108,356.03244698328086,321.7853120236384,4.546120504295994,-0.31218031835910054,0.02079999999999993,0.011199999999999988,0.0304,1244.4444444444443,0.00016952826017651855,0.00016952826017651855,0.00016952826017651855,108_112:0.00447042964815883; 108_107:0.0078089062891281424,108_112:611.5555555555555; 108_107:661.3333333333333
109,191.0056125452733,33.69623911652682,4.875128228835601,0,0.01419999999999999,0.016599999999999948,0.0118,1244.4444444444443,0.0005301353838647202,0.0005301353838647202,0.0005301353838647202,109_96:0.012340231616830066; 109_114:0.016001586329822542,109_96:661.3333333333333; 109_114:611.5555555555555
110,279.6070570969796,78.50032047349468,4.805857570305152,0,0.0043999999999999595,0.00539999999999996,0.0034,1244.4444444444443,0.0002772187592741568,0.0002772187592741568,0.0002772187592741568,110_118:0.015633945757972084; 110_100:0.009351916568768992,110_118:611.5555555555555; 110_100:661.3333333333333
111,175.99347806958752,78.34031321036674,4.7687072735597065,0,0.0040000000000000036,0.005199999999999982,0.0028,1244.4444444444443,0.00033803733751671875,0.00033803733751671875,0.00033803733751671875,111_104:0.008658699378539164; 111_122:0.0056948345181803695,111_104:611.5555555555555; 111_122:611.5555555555555
112,312.53811642689885,375.97639269647533,4.58379155219148,0,0.006099999999999994,0.0043999999999999595,0.0078,1244.4444444444443,0.00018820064716288558,0.00018820064716288558,0.00018820064716288558,112_126:0.005145148848519743; 112_108:0.00447042964815883,112_126:661.3333333333333; 112_108:661.3333333333333
113,373.07549434155203,100.19156763624916,4.655603281491701,-0.31079058820087135,0.0023999999999999577,0.0028000000000000247,0.002,1244.4444444444443,0.00014423075082208806,0.00014423075082208806,0.00014423075082208806,113_114:0.010050250257530147,113_114:661.3333333333333
114,229.87689541527058,18.634017506089325,4.7817572854047175,0,0.020499999999999963,0.0040000000000000036,0.037,1244.4444444444443,0.00027783659545216354,0.00027783659545216354,0.00027783659545216354,114_115:0.015907999511318577; 114_113:0.010050250257530147; 114_109:0.016001586329822542,114_115:611.5555555555555; 114_113:611.5555555555555; 114_109:661.3333333333333
115,339.79106238389227,222.8018763444239,4.7095031679071475,-0.30970807081776264,0.0034000000000000696,0.005600000000000049,0.0012,1244.4444444444443,0.0003927876126297266,0.0003927876126297266,0.0003927876126297266,115_114:0.015907999511318577; 115_116:0.00719974692381134,115_114:661.3333333333333; 115_116:661.3333333333333
116,232.22458379045023,181.9067688949791,4.958907525353071,0,0.0034000000000000696,0.005600000000000049,0.0012,1244.4444444444443,0.0001381932467235542,0.0001381932467235542,0.0001381932467235542,116_117:0.005301994261311033; 116_115:0.00719974692381134,116_117:611.5555555555555; 116_115:611.5555555555555
117,258.936053551933,68.04404280855981,4.83163605294839,-0.30822309905406425,0.01200000000000001,0.010199999999999987,0.0138,1244.4444444444443,0.00021019895704261292,0.00021019895704261292,0.00021019895704261292,117_118:0.007651351632970149; 117_116:0.005301994261311033,117_118:611.5555555555555; 117_116:661.3333333333333
118,103.82671550578479,110.03276843962014,4.749189308096465,0,0.0042999999999999705,0.0078,0.0008000000000000229,1244.4444444444443,0.00017220128285829378,0.00017220128285829378,0.00017220128285829378,118_117:0.007651351632970149; 118_110:0.015633945757972084; 118_119:0.007818557193602804,118_117:661.3333333333333; 118_110:661.3333333333333; 118_119:611.5555555555555
119,329.09927456198966,207.71228063397217,4.6106134482157435,-0.31637244644205087,0.0015000000000000568,0.0028000000000000247,0.0002,1244.4444444444443,0.0001397826198431803,0.0001397826198431803,0.0001397826198431803,119_120:0.00452919638670779; 119_118:0.007818557193602804,119_120:611.5555555555555; 119_118:661.3333333333333
120,279.34948173410254,313.23710601884477,4.500760563473732,0,0.0045999999999999375,0.008000000000000007,0.0012,1244.4444444444443,0.00014149489985009487,0.00014149489985009487,0.00014149489985009487,120_121:0.037955299783325736; 120_119:0.00452919638670779,120_121:661.3333333333333; 120_119:661.3333333333333
121,327.9503179064285,84.00536301621491,4.620607158104494,-0.310745731925913,0.0026999999999999247,0.0041999999999999815,0.0012,1244.4444444444443,0.00011992482310582245,0.00011992482310582245,0.00011992482310582245,121_120:0.037955299783325736; 121_122:0.004146525798990969,121_120:611.5555555555555; 121_122:661.3333333333333
122,123.7086213398035,206.89323335706905,4.688043616098897,0,0.0024999999999999467,0.0030000000000000027,0.002,1244.4444444444443,0.00019721441570856344,0.00019721441570856344,0.00019721441570856344,122_123:0.005499031033974283; 122_121:0.004146525798990969; 122_111:0.0056948345181803695,122_123:611.5555555555555; 122_121:611.5555555555555; 122_111:661.3333333333333
123,12.162200361436682,7.826901477427494,4.7305198746867,-0.30912005294663353,0.030899999999999928,0.0406,0.021199999999999997,1244.4444444444443,0.002960006237461477,0.002960006237461477,0.002960006237461477,123_122:0.005499031033974283; 123_124:0.02192599336779852,123_122:661.3333333333333; 123_124:611.5555555555555
124,265.07789088820397,44.64054401215811,4.635018808551373,0,0.0012000000000000899,0.0018000000000000238,0.0006,1244.4444444444443,0.00019194903177232087,0.00019194903177232087,0.00019194903177232087,124_123:0.02192599336779852; 124_125:0.009605656159693332,124_123:661.3333333333333; 124_125:661.3333333333333
125,315.02211945409755,296.047772281201,4.737130438564673,-0.30847496827158505,0.0043999999999999595,0.005199999999999982,0.0036,1244.4444444444443,0.00044386448129859487,0.00044386448129859487,0.00044386448129859487,125_126:0.009630122132162383; 125_124:0.009605656159693332,125_126:611.5555555555555; 125_124:611.5555555555555
126,242.3575027390723,143.54907201345563,4.70294948004429,0,0.005199999999999982,0.008199999999999985,0.0022,1244.4444444444443,0.000275756427018063,0.000275756427018063,0.000275756427018063,126_112:0.005145148848519743; 126_125:0.009630122132162383,126_112:611.5555555555555; 126_125:661.3333333333333
