Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
10,276.43211485379476,50.7891537520769,4.628364982758459,-0.3121330262953345,0.007600000000000051,0.0082,0.007000000000000006,1244.4444444444443,0.0001928950072947648,0.0001928950072947648,0.0001928950072947648,10_9:0.004253833328315082; 10_11:0.0063491539890447035,10_9:611.5555555555555; 10_11:611.5555555555555
11,348.2101726430599,352.5646209699212,4.571655468495723,0,0.03279999999999994,0.034,0.03159999999999996,1244.4444444444443,0.0002431656038299737,0.0002431656038299737,0.0002431656038299737,11_10:0.0063491539890447035; 11_12:0.00416014973822576,11_10:661.3333333333333; 11_12:611.5555555555555
12,497.68746379367275,422.9742662928923,4.464331144400567,-0.31549381067508825,0.02510000000000001,0.015800000000000036,0.0344,1244.4444444444443,0.00010684389248195758,0.00010684389248195758,0.00010684389248195758,12_17:0.013509397012514107; 12_11:0.00416014973822576; 12_13:1,12_17:661.3333333333333; 12_11:661.3333333333333; 12_13:661.3333333333333
13,58.001231544877456,87.92535466499673,4.573745670209834,0,0.26970000000000005,0.348,0.1914,1244.4444444444443,0.00027103270640127123,0.00027103270640127123,0.00027103270640127123,13_12:1,13_12:611.5555555555555
14,352.3114523727823,348.69497358197634,4.60402856254602,0,0.010099999999999998,0.0092,0.01100000000000001,1244.4444444444443,0.0003923029701362025,0.0003923029701362025,0.0003923029701362025,14_18:0.005113621891296882; 14_0:0.0035832600427770644,14_18:611.5555555555555; 14_0:661.3333333333333
15,335.55806385422557,69.74074798471815,4.496837990703755,0,0.02279999999999993,0.017199999999999993,0.0284,1244.4444444444443,0.0008064048263309423,0.0008064048263309423,0.0008064048263309423,15_22:0.0111020715788063; 15_4:0.008516212668872147,15_22:661.3333333333333; 15_4:661.3333333333333
16,453.95847997953774,131.63308240296936,4.513289611133303,0,0.011099999999999999,0.011199999999999988,0.011,1244.4444444444443,0.00012275854439619297,0.00012275854439619297,0.00012275854439619297,16_8:0.0036867681353811577; 16_26:0.0077075132900635,16_8:611.5555555555555; 16_26:661.3333333333333
17,240.44170763575818,38.49533112583749,4.675957339674842,0,0.019400000000000084,0.022,0.016800000000000037,1244.4444444444443,0.0006602951812539513,0.0006602951812539513,0.0006602951812539513,17_12:0.013509397012514107; 17_30:0.012445698574979125,17_12:611.5555555555555; 17_30:611.5555555555555
18,492.02370724590924,58.69619566229296,4.514815050026171,-0.3143709247840613,0.0021999999999999797,0.003,0.0013999999999999568,1244.4444444444443,0.0001336472769028165,0.0001336472769028165,0.0001336472769028165,18_14:0.005113621891296882; 18_19:0.02263677428373992,18_14:661.3333333333333; 18_19:611.5555555555555
19,304.3719639514168,190.0091394295292,4.444141786928816,0,0.0017000000000000348,0.0028000000000000247,0.0006,1244.4444444444443,0.00014354968318255307,0.00014354968318255307,0.00014354968318255307,19_20:0.005000409816159901; 19_18:0.02263677428373992,19_20:661.3333333333333; 19_18:661.3333333333333
20,367.3312115346056,244.88694646733768,4.3412949972312855,-0.3150623184508856,0.022399999999999975,0.024399999999999977,0.0204,1244.4444444444443,0.00021632476440900685,0.00021632476440900685,0.00021632476440900685,20_19:0.005000409816159901; 20_33:0.008193339774781483; 20_21:0.0048193107284816294,20_19:611.5555555555555; 20_33:661.3333333333333; 20_21:661.3333333333333
21,474.1367958689907,181.7219634120821,4.485185460195411,0,0.010599999999999943,0.0102,0.01100000000000001,1244.4444444444443,0.00013734512912062276,0.00013734512912062276,0.00013734512912062276,21_20:0.0048193107284816294; 21_22:0.00410958053764654,21_20:611.5555555555555; 21_22:611.5555555555555
22,472.68691696509774,404.65863654472264,4.3829328354582815,-0.3144026891326549,0.0043999999999999595,0.0068,0.0020000000000000018,1244.4444444444443,0.00025011304398646556,0.00025011304398646556,0.00025011304398646556,22_15:0.0111020715788063; 22_23:0.01511154238033871; 22_21:0.00410958053764654,22_15:611.5555555555555; 22_23:611.5555555555555; 22_21:661.3333333333333
23,31.898326453172615,61.024335896624834,4.531513295286032,0,0.011499999999999955,0.021599999999999953,0.0014,1244.4444444444443,0.0018615601697359867,0.0018615601697359867,0.0018615601697359867,23_24:0.027523253337403353; 23_22:0.01511154238033871,23_24:611.5555555555555; 23_22:661.3333333333333
24,331.35988407351255,97.10291763473008,4.646192869340304,-0.31096855521319405,0.007600000000000051,0.014399999999999968,0.0008,1244.4444444444443,0.0007499865146873512,0.0007499865146873512,0.0007499865146873512,24_23:0.027523253337403353; 24_25:0.024721231128709525; 24_34:0.013170472245039366,24_23:661.3333333333333; 24_25:611.5555555555555; 24_34:661.3333333333333
25,264.1894025043013,332.63703096807006,4.702182800777969,0,0.007300000000000084,0.008000000000000007,0.0066,1244.4444444444443,0.00014116845463634203,0.00014116845463634203,0.00014116845463634203,25_24:0.024721231128709525; 25_26:0.007036992720206803,25_24:661.3333333333333; 25_26:661.3333333333333
26,158.60402348884332,87.2338071621483,4.648817099757406,-0.31129697404760404,0.008299999999999974,0.010800000000000032,0.0058,1244.4444444444443,0.0003841775426427833,0.0003841775426427833,0.0003841775426427833,26_27:0.008496503223772489; 26_25:0.007036992720206803; 26_16:0.0077075132900635,26_27:611.5555555555555; 26_25:611.5555555555555; 26_16:611.5555555555555
27,323.46811207805337,55.66423863281542,4.60427211337762,0,0.0411999999999999,0.034599999999999964,0.0478,1244.4444444444443,0.00023245501905174687,0.00023245501905174687,0.00023245501905174687,27_28:0.00561489327984438; 27_26:0.008496503223772489,27_28:661.3333333333333; 27_26:661.3333333333333
28,180.73869604085755,undefined,4.516895046252607,-0.31293921683168596,0.007200000000000095,0.006800000000000028,0.0076,1244.4444444444443,0.00019827446677555177,0.00019827446677555177,0.00019827446677555177,28_27:0.00561489327984438; 28_29:0.005783495536330868; 28_35:0.011535261858632906,28_27:611.5555555555555; 28_29:611.5555555555555; 28_35:611.5555555555555
29,412.03174089731556,240.64757924601412,4.460071674916578,0,0.022399999999999975,0.0186,0.0262,1244.4444444444443,0.00012519378756680857,0.00012519378756680857,0.00012519378756680857,29_30:0.007780972353526067; 29_28:0.005783495536330868,29_30:611.5555555555555; 29_28:661.3333333333333
30,326.0142454349559,97.89412843280947,4.645441007892356,0,0.03600000000000003,0.03520000000000001,0.0368,1244.4444444444443,0.0011035472574195612,0.0011035472574195612,0.0011035472574195612,30_29:0.007780972353526067; 30_31:0.011174895219547565; 30_17:0.012445698574979125,30_29:661.3333333333333; 30_31:661.3333333333333; 30_17:661.3333333333333
31,381.42565968525344,270.5840033352716,4.613076053151045,-0.3167950333402391,0.011900000000000022,0.0142,0.009600000000000053,1244.4444444444443,0.0003533788437510879,0.0003533788437510879,0.0003533788437510879,31_30:0.011174895219547565; 31_32:0.014108613421303845,31_30:611.5555555555555; 31_32:611.5555555555555
32,33.06934223384684,64.65816603641883,4.49920919056301,-0.31188259299718674,0.05600000000000005,0.1042,0.007800000000000029,1244.4444444444443,0.0030771632629467576,0.0030771632629467576,0.0030771632629467576,32_36:0.022533087454691236; 32_31:0.014108613421303845,32_36:661.3333333333333; 32_31:661.3333333333333
33,309.72235537769075,161.94804435995482,4.596929088820519,0,0.0025999999999999357,0.0041999999999999815,0.001,1244.4444444444443,0.0001818875842156955,0.0001818875842156955,0.0001818875842156955,33_20:0.008193339774781483; 33_39:0.00711598284035761,33_20:611.5555555555555; 33_39:611.5555555555555
34,444.28277005183105,37.44780079196416,4.562033703963754,0,0.0047999999999999154,0.006399999999999961,0.0032,1244.4444444444443,0.0002235099621320577,0.0002235099621320577,0.0002235099621320577,34_43:0.005305992489295669; 34_24:0.013170472245039366,34_43:661.3333333333333; 34_24:611.5555555555555
35,411.9556274822041,299.5827144941488,4.721885441208596,0,0.006199999999999983,0.008399999999999963,0.004,1244.4444444444443,0.00021115602629799955,0.00021115602629799955,0.00021115602629799955,35_47:0.005841918144884162; 35_28:0.011535261858632906,35_47:611.5555555555555; 35_28:661.3333333333333
36,367.54155032459596,312.0602989096321,4.608105432702551,0,0.009199999999999986,0.009000000000000008,0.0094,1244.4444444444443,0.00020323280367003161,0.00020323280367003161,0.00020323280367003161,36_32:0.022533087454691236; 36_51:0.006267555880473813,36_32:611.5555555555555; 36_51:611.5555555555555
37,253.5346109691896,191.37317525161828,4.4977144509313085,-0.313220724986515,0.007200000000000095,0.0086,0.005800000000000027,1244.4444444444443,0.00031032061739519166,0.00031032061739519166,0.00031032061739519166,37_38:0.010786317442151333; 37_52:0.008419983909082912,37_38:611.5555555555555; 37_52:611.5555555555555
38,273.54402243140606,120.74893919709363,4.458276616579428,0,0.00869999999999993,0.009399999999999964,0.008,1244.4444444444443,0.00037829342636040676,0.00037829342636040676,0.00037829342636040676,38_39:0.048973877742464506; 38_37:0.010786317442151333,38_39:661.3333333333333; 38_37:661.3333333333333
39,187.03281105064121,50.96051521594875,4.504350246145537,-0.31441935766265333,0.0045999999999999375,0.007399999999999962,0.0018,1244.4444444444443,0.00036757120089310057,0.00036757120089310057,0.00036757120089310057,39_38:0.048973877742464506; 39_40:0.015902140608151788; 39_33:0.00711598284035761,39_38:611.5555555555555; 39_40:661.3333333333333; 39_33:661.3333333333333
40,433.0654689302999,40.14487882723798,4.4643442211452875,-0.31843265606971083,0.006099999999999994,0.0056,0.00660000000000005,1244.4444444444443,0.00019727869088225324,0.00019727869088225324,0.00019727869088225324,40_41:0.008508647568470779; 40_39:0.015902140608151788,40_41:611.5555555555555; 40_39:611.5555555555555
41,258.1066470015678,342.705068012843,4.575912983755173,-0.31167900452234787,0.005099999999999993,0.007399999999999962,0.0028,1244.4444444444443,0.0003433235526587797,0.0003433235526587797,0.0003433235526587797,41_42:0.008075224068028047; 41_40:0.008508647568470779; 41_53:0.0069999979545419255,41_42:661.3333333333333; 41_40:661.3333333333333; 41_53:661.3333333333333
42,261.7717228085713,90.11082858642,4.641429110705905,0,0.0020999999999999908,0.0028000000000000247,0.0014,1244.4444444444443,0.0001709679365067808,0.0001709679365067808,0.0001709679365067808,42_41:0.008075224068028047; 42_43:0.004201251885614848,42_41:611.5555555555555; 42_43:611.5555555555555
43,381.06628634151355,157.89118140625095,4.52315951375829,-0.32382287238448554,0.0024999999999999467,0.0038000000000000256,0.0012,1244.4444444444443,0.0001228115518348974,0.0001228115518348974,0.0001228115518348974,43_44:0.007429207689161721; 43_34:0.005305992489295669; 43_42:0.004201251885614848,43_44:661.3333333333333; 43_34:611.5555555555555; 43_42:661.3333333333333
44,463.3529286961051,238.71860115240432,4.594713976032915,-0.3157383803210064,0.20889999999999997,0.0828,0.33499999999999996,1244.4444444444443,0.0003467197378701779,0.0003467197378701779,0.0003467197378701779,44_43:0.007429207689161721; 44_45:0.007261682924374069,44_43:611.5555555555555; 44_45:661.3333333333333
45,233.80023149343666,95.1682796392997,4.630442324515328,-0.3552811872120398,0.0030000000000000027,0.0046000000000000485,0.0014,1244.4444444444443,0.00028631381558683007,0.00028631381558683007,0.00028631381558683007,45_44:0.007261682924374069; 45_54:0.015199409695709432; 45_46:0.007364671123219507,45_44:611.5555555555555; 45_54:661.3333333333333; 45_46:661.3333333333333
46,265.0180702176225,34.171799399398424,4.71012466671577,0,0.010599999999999943,0.018399999999999972,0.0028,1244.4444444444443,0.0006792876466445706,0.0006792876466445706,0.0006792876466445706,46_47:0.007092517835183526; 46_45:0.007364671123219507,46_47:611.5555555555555; 46_45:611.5555555555555
47,305.14255419397995,89.9216064939379,4.675989721090166,0,0.062000000000000055,0.036599999999999966,0.0874,1244.4444444444443,0.0003203727209959356,0.0003203727209959356,0.0003203727209959356,47_35:0.005841918144884162; 47_46:0.007092517835183526; 47_48:0.006732536642375886,47_35:661.3333333333333; 47_46:661.3333333333333; 47_48:661.3333333333333
48,211.43578656594084,47.48581921181976,4.624949265834454,0,0.0026999999999999247,0.0043999999999999595,0.001,1244.4444444444443,0.00021722465637466514,0.00021722465637466514,0.00021722465637466514,48_49:0.006053673850769048; 48_47:0.006732536642375886,48_49:611.5555555555555; 48_47:611.5555555555555
49,291.14326347736005,118.12339431703721,4.581917503773533,-0.3200810038402458,0.01770000000000005,0.019399999999999973,0.016,1244.4444444444443,0.00018655810808652177,0.00018655810808652177,0.00018655810808652177,49_48:0.006053673850769048; 49_55:0.004631564488577822; 49_50:0.007858198240091319,49_48:661.3333333333333; 49_55:661.3333333333333; 49_50:661.3333333333333
50,354.00221338483306,172.66201681316898,4.45776033393724,0,0.010000000000000009,0.0102,0.009800000000000031,1244.4444444444443,0.00024607749381192205,0.00024607749381192205,0.00024607749381192205,50_51:0.006058410126432989; 50_49:0.007858198240091319,50_51:611.5555555555555; 50_49:611.5555555555555
51,439.2637477249655,66.97234317339512,4.565418498861657,-0.29894891020981784,0.029200000000000004,0.01419999999999999,0.0442,1244.4444444444443,0.0001750319404667583,0.0001750319404667583,0.0001750319404667583,51_50:0.006058410126432989; 51_36:0.006267555880473813,51_50:661.3333333333333; 51_36:661.3333333333333
52,342.0419994246582,29.24425223873125,4.444111964221475,0,0.07640000000000002,0.010399999999999965,0.1424,1244.4444444444443,0.00038823609221744904,0.00038823609221744904,0.00038823609221744904,52_56:0.009027426455338411; 52_37:0.008419983909082912,52_56:661.3333333333333; 52_37:661.3333333333333
53,383.11347865918844,463.94104382434017,4.621981620536692,0,0.006199999999999983,0.008600000000000052,0.0038,1244.4444444444443,0.00016143505237073237,0.00016143505237073237,0.00016143505237073237,53_60:0.005835268041493313; 53_41:0.0069999979545419255,53_60:611.5555555555555; 53_41:611.5555555555555
54,198.26000458460675,undefined,4.501357194880545,0,0.007299999999999973,0.0104,0.0041999999999999815,1244.4444444444443,0.00036330205001189515,0.00036330205001189515,0.00036330205001189515,54_64:0.009822085804294584; 54_45:0.015199409695709432,54_64:611.5555555555555; 54_45:611.5555555555555
55,364.81374494993827,24.656958261845386,4.686265544174787,0,0.0040999999999999925,0.005199999999999982,0.003,1244.4444444444443,0.00016560341572600677,0.00016560341572600677,0.00016560341572600677,55_49:0.004631564488577822; 55_68:0.0060006518385431196,55_49:611.5555555555555; 55_68:661.3333333333333
56,300.4710051538226,260.3223994764897,4.553809944286503,-0.3130401041610626,0.008000000000000007,0.0152,0.0008000000000000229,1244.4444444444443,0.0007893276488639292,0.0007893276488639292,0.0007893276488639292,56_52:0.009027426455338411; 56_57:0.013236091643391512,56_52:611.5555555555555; 56_57:661.3333333333333
57,352.3141106869315,41.03749172188469,4.639616716430041,0,0.009800000000000031,0.01859999999999995,0.001,1244.4444444444443,0.0006280425766522228,0.0006280425766522228,0.0006280425766522228,57_58:0.01343048789678375; 57_56:0.013236091643391512,57_58:611.5555555555555; 57_56:611.5555555555555
58,214.36699727288143,33.690022127350666,4.609475832436248,-0.31283356626500863,0.008000000000000007,0.014000000000000012,0.002,1244.4444444444443,0.000584792880228433,0.000584792880228433,0.000584792880228433,58_59:0.009915899116713867; 58_57:0.01343048789678375; 58_71:0.008990996077750751,58_59:611.5555555555555; 58_57:661.3333333333333; 58_71:611.5555555555555
59,265.161937053977,73.71563170693337,4.769951952095522,0,0.001100000000000101,0.0016000000000000458,0.0006,1244.4444444444443,0.00016538669651479303,0.00016538669651479303,0.00016538669651479303,59_58:0.009915899116713867; 59_60:0.006948410156406931,59_58:661.3333333333333; 59_60:611.5555555555555
60,369.0493904660965,246.74073777774205,4.517637070611765,-0.31369928203587577,0.17200000000000004,0.173,0.17100000000000004,1244.4444444444443,0.00016892764475353857,0.00016892764475353857,0.00016892764475353857,60_61:0.020481958981609483; 60_53:0.005835268041493313; 60_59:0.006948410156406931,60_61:611.5555555555555; 60_53:661.3333333333333; 60_59:661.3333333333333
61,231.10919335846137,67.99206742466544,4.700681897027218,0,0.23019999999999996,0.2026,0.25780000000000003,1244.4444444444443,0.0004140674287869288,0.0004140674287869288,0.0004140674287869288,61_60:0.020481958981609483; 61_62:0.007402682708757574,61_60:661.3333333333333; 61_62:661.3333333333333
62,220.82803311459293,undefined,4.666810636013673,-0.2910883403666135,0.011299999999999977,0.0136,0.009000000000000008,1244.4444444444443,0.000280712110257091,0.000280712110257091,0.000280712110257091,62_72:0.00605436756360031; 62_61:0.007402682708757574; 62_63:0.01754979427561626,62_72:661.3333333333333; 62_61:611.5555555555555; 62_63:661.3333333333333
63,221.26030701369007,144.49518726040898,4.507230135484542,0,0.0044999999999999485,0.007,0.0020000000000000018,1244.4444444444443,0.00028716995678660187,0.00028716995678660187,0.00028716995678660187,63_62:0.01754979427561626; 63_64:0.004750356176032505,63_62:611.5555555555555; 63_64:611.5555555555555
64,282.14097746467047,58.992072164506226,4.463171531712684,-0.3129989645159621,0.005199999999999982,0.008,0.0023999999999999577,1244.4444444444443,0.0001999716037666712,0.0001999716037666712,0.0001999716037666712,64_65:0.013759174336208407; 64_54:0.009822085804294584; 64_63:0.004750356176032505,64_65:611.5555555555555; 64_54:661.3333333333333; 64_63:661.3333333333333
65,255.66032506645138,325.9102045050657,4.615238890597156,0,0.0011999999999999789,0.0020000000000000018,0.0004,1244.4444444444443,0.00021281595682486453,0.00021281595682486453,0.00021281595682486453,65_64:0.013759174336208407; 65_66:0.01042112760550451,65_64:661.3333333333333; 65_66:661.3333333333333
66,274.823444889607,77.65964317516114,4.650703649708196,0,0.020499999999999963,0.0198,0.021199999999999997,1244.4444444444443,0.0014918526890669876,0.0014918526890669876,0.0014918526890669876,66_73:0.008910039320871865; 66_65:0.01042112760550451; 66_67:0.013769921782005284,66_73:661.3333333333333; 66_65:611.5555555555555; 66_67:611.5555555555555
67,216.56099176969857,104.60311299942455,4.714373702355302,0,0.0032999999999999696,0.0034,0.0031999999999999806,1244.4444444444443,0.00017329907366729332,0.00017329907366729332,0.00017329907366729332,67_68:0.006795415826919338; 67_66:0.013769921782005284,67_68:611.5555555555555; 67_66:661.3333333333333
68,193.47747594889577,108.01940478775258,4.612743756030325,-0.31208989100262,0.0043999999999999595,0.005,0.0038000000000000256,1244.4444444444443,0.000168530104015575,0.000168530104015575,0.000168530104015575,68_69:0.005858247247875287; 68_67:0.006795415826919338; 68_55:0.0060006518385431196,68_69:611.5555555555555; 68_67:661.3333333333333; 68_55:611.5555555555555
69,343.0172683052324,186.8427751413914,4.551481063592456,0,0.0035000000000000586,0.00539999999999996,0.0016,1244.4444444444443,0.00013086768256711197,0.00013086768256711197,0.00013086768256711197,69_68:0.005858247247875287; 69_70:0.00470174361753839,69_68:661.3333333333333; 69_70:611.5555555555555
70,230.37254169622088,66.60900881922757,4.711918894665336,-0.31002026816571193,0.0028000000000000247,0.0050000000000000044,0.0006,1244.4444444444443,0.00017442723451375507,0.00017442723451375507,0.00017442723451375507,70_69:0.00470174361753839; 70_74:0.005474952966251723,70_69:661.3333333333333; 70_74:611.5555555555555
71,227.87827599527492,27.65571569381279,4.543322817754743,0,0.016100000000000003,0.014000000000000012,0.0182,1244.4444444444443,0.0003411016330363003,0.0003411016330363003,0.0003411016330363003,71_77:0.014345861340934712; 71_58:0.008990996077750751,71_77:661.3333333333333; 71_58:661.3333333333333
72,322.07955040425384,378.90466495735586,4.576611634240675,0,0.0024999999999999467,0.0046000000000000485,0.0004,1244.4444444444443,0.00011742733651268452,0.00011742733651268452,0.00011742733651268452,72_62:0.00605436756360031; 72_81:0.004918772787233544,72_62:611.5555555555555; 72_81:611.5555555555555
73,148.148926233746,94.65764555830418,4.822074294094848,0,0.0048000000000000265,0.006000000000000005,0.0036,1244.4444444444443,0.00018041703914143192,0.00018041703914143192,0.00018041703914143192,73_66:0.008910039320871865; 73_85:0.004983425896698701,73_66:611.5555555555555; 73_85:611.5555555555555
74,385.76529638883494,302.8105233991674,4.609854679296275,0,0.007000000000000006,0.007800000000000029,0.0062,1244.4444444444443,0.00012222014395010895,0.00012222014395010895,0.00012222014395010895,74_89:0.004339583689036697; 74_70:0.005474952966251723,74_89:661.3333333333333; 74_70:661.3333333333333
75,224.23869257456852,133.1374187091497,4.787400916439102,-0.3085979470800022,0.0036000000000000476,0.0036,0.0036000000000000476,1244.4444444444443,0.00018863094901135617,0.00018863094901135617,0.00018863094901135617,75_90:0.008471065720538573; 75_76:0.004674276382226589,75_90:661.3333333333333; 75_76:661.3333333333333
76,313.0042968716138,323.4411127048431,4.683359523199361,0,0.0020000000000000018,0.0026000000000000467,0.0014,1244.4444444444443,0.00010055701074084587,0.00010055701074084587,0.00010055701074084587,76_75:0.004674276382226589; 76_77:0.0035569338613420654,76_75:611.5555555555555; 76_77:611.5555555555555
77,373.94457600020394,208.82253899549204,4.576650563524239,-0.31324886968688836,0.0033000000000000806,0.0036000000000000476,0.003,1244.4444444444443,0.00044120350349766374,0.00044120350349766374,0.00044120350349766374,77_71:0.014345861340934712; 77_78:0.008761512031996044; 77_76:0.0035569338613420654,77_71:611.5555555555555; 77_78:611.5555555555555; 77_76:661.3333333333333
78,313.54997211007145,270.0853827328251,4.4834260140753965,0,0.0020000000000000018,0.0036000000000000476,0.0004,1244.4444444444443,0.00011871866537816992,0.00011871866537816992,0.00011871866537816992,78_77:0.008761512031996044; 78_79:0.008274010130846998,78_77:661.3333333333333; 78_79:661.3333333333333
79,267.58140350258594,80.87504423545211,4.564981788858021,-0.28000821609292,0.0131,0.01319999999999999,0.013,1244.4444444444443,0.00043720751371271923,0.00043720751371271923,0.00043720751371271923,79_91:0.011982057222557907; 79_80:0.0111320297661604; 79_78:0.008274010130846998,79_91:661.3333333333333; 79_80:661.3333333333333; 79_78:611.5555555555555
80,272.7778255747264,32.038330477988175,4.600382243029645,0,0.01760000000000006,0.0242,0.011,1244.4444444444443,0.00036086415282091816,0.00036086415282091816,0.00036086415282091816,80_81:0.008571770658793026; 80_79:0.0111320297661604,80_81:611.5555555555555; 80_79:611.5555555555555
81,247.81720434188918,88.5859600712977,4.498739513861216,-0.31478677037670233,0.0032999999999999696,0.005199999999999982,0.0014,1244.4444444444443,0.0002159357235031746,0.0002159357235031746,0.0002159357235031746,81_82:0.0077382631393204115; 81_80:0.008571770658793026; 81_72:0.004918772787233544,81_82:661.3333333333333; 81_80:661.3333333333333; 81_72:661.3333333333333
82,273.9921939704132,111.49345484904747,4.602280018353463,-0.3276034677691558,0.0036000000000000476,0.0050000000000000044,0.0022,1244.4444444444443,0.00044398425031502535,0.00044398425031502535,0.00044398425031502535,82_83:0.008550877141182078; 82_81:0.0077382631393204115,82_83:661.3333333333333; 82_81:611.5555555555555
83,416.43283335923536,40.08697141457899,4.636301322814587,-0.31169445609199137,0.0686,0.09999999999999998,0.0372,1244.4444444444443,0.0002953173159045342,0.0002953173159045342,0.0002953173159045342,83_82:0.008550877141182078; 83_84:0.023410851057367427; 83_92:0.004327839007330608,83_82:611.5555555555555; 83_84:611.5555555555555; 83_92:661.3333333333333
84,224.56990284213458,45.513252819455765,4.722901428357916,0,0.019600000000000062,0.013399999999999967,0.0258,1244.4444444444443,0.0002070851240420057,0.0002070851240420057,0.0002070851240420057,84_83:0.023410851057367427; 84_85:0.009479598966325442,84_83:661.3333333333333; 84_85:661.3333333333333
85,206.55886524471038,166.40443654379214,4.586865097528199,-0.3118296707266632,0.005700000000000038,0.0078,0.0036000000000000476,1244.4444444444443,0.00014196419871875804,0.00014196419871875804,0.00014196419871875804,85_86:0.008329490637079107; 85_73:0.004983425896698701; 85_84:0.009479598966325442,85_86:611.5555555555555; 85_73:661.3333333333333; 85_84:611.5555555555555
86,223.45758542173536,67.68613870156761,4.757064999459236,0,0.0131,0.012800000000000034,0.0134,1244.4444444444443,0.00039280430372391783,0.00039280430372391783,0.00039280430372391783,86_85:0.008329490637079107; 86_87:0.023387049206487376,86_85:661.3333333333333; 86_87:661.3333333333333
87,216.55727690395292,59.96750804166204,4.725076293665697,-0.3095838786366272,0.0047999999999999154,0.007199999999999984,0.0024,1244.4444444444443,0.0005662079358790475,0.0005662079358790475,0.0005662079358790475,87_93:0.008579004281065172; 87_86:0.023387049206487376; 87_88:0.008784821504219886,87_93:611.5555555555555; 87_86:611.5555555555555; 87_88:661.3333333333333
88,255.10394306264405,41.18201947657309,4.56639685346544,-0.368211639769618,0.03839999999999999,0.062000000000000055,0.0148,1244.4444444444443,0.00024157053291456966,0.00024157053291456966,0.00024157053291456966,88_89:0.03999105408157319; 88_87:0.008784821504219886,88_89:661.3333333333333; 88_87:611.5555555555555
