Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
0,47.40086752132359,34.627326361202314,5.30067989713413,-0.3314801694030778,0.0706,0.11839999999999995,0.0228,5351.11111111111,0.0004959287747661813,0.0004959287747661813,0.0004959287747661813,0_1:0.007169894603156618,0_1:234.66666666666666
1,107.19649251415998,112.01965029558868,5.08057687987918,-0.3192453770191231,0.0353,0.048799999999999955,0.0218,5351.11111111111,0.0002823062635609682,0.0002823062635609682,0.0002823062635609682,1_3:0.0072045414793442675; 1_2:0.007538037989411855; 1_0:0.007169894603156618,1_3:334.22222222222223; 1_2:298.66666666666663; 1_0:270.22222222222223
2,95.22450320743654,104.62612208747954,5.322184180690727,-0.33231656282971167,0.06820000000000004,0.07620000000000005,0.0602,5351.11111111111,0.00034082839435026083,0.00034082839435026083,0.00034082839435026083,2_1:0.007538037989411855,2_1:263.1111111111111
3,71.26725831309423,17.619813721026585,5.16361557052356,-0.33508064939515236,0.0394000000000001,0.06000000000000005,0.0188,5351.11111111111,0.0002838963579671123,0.0002838963579671123,0.0002838963579671123,3_4:0.017119643645879645; 3_1:0.0072045414793442675,3_4:277.3333333333333; 3_1:369.77777777777777
4,63.85969141991406,77.11980413116734,5.05232582664422,-0.3192628614050085,0.042200000000000015,0.06559999999999999,0.0188,5351.11111111111,0.0005524872081103501,0.0005524872081103501,0.0005524872081103501,4_3:0.017119643645879645,4_3:312.88888888888886
