Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
11,100.0616520422159,33.600912439549084,4.867866069275945,-0.37340948602440643,0.02400000000000002,0.022,0.026000000000000023,640,0.00031894799142074187,0.00031894799142074187,0.00031894799142074187,11_8:1; 11_14:1,11_8:533.3333333333333; 11_14:462.2222222222222
12,158.8741680104525,87.61114704516513,4.960766148567137,-0.34651932579831474,0.009600000000000053,0.01,0.009199999999999986,640,0.0001925652724643972,0.0001925652724643972,0.0001925652724643972,12_13:1; 12_10:1; 12_15:1,12_13:341.3333333333333; 12_10:554.6666666666666; 12_15:433.77777777777777
13,191.16667897421738,70.48493146045274,5.017769020673426,-0.34587435747018064,0.02400000000000002,0.02300000000000002,0.025,640,0.0003063843873691521,0.0003063843873691521,0.0003063843873691521,13_12:1; 13_14:1,13_12:305.77777777777777; 13_14:462.2222222222222
14,135.82483554029758,98.74175836938048,5.117515288923999,-0.34283898048670436,0.055299999999999905,0.02959999999999996,0.081,640,0.00025293831027882067,0.00025293831027882067,0.00025293831027882067,14_16:1; 14_13:1; 14_11:1,14_16:462.2222222222222; 14_13:426.66666666666663; 14_11:426.66666666666663
15,221.04869648359232,81.52965790128005,5.040761300565179,-0.34386940862737086,0.01849999999999996,0.023,0.014000000000000012,640,0.00028544273944412167,0.00028544273944412167,0.00028544273944412167,15_18:1; 15_12:1,15_18:362.66666666666663; 15_12:398.2222222222222
16,91.51169022802287,58.678925515970825,5.2221658645526885,-0.3401999931918936,0.013000000000000012,0.0088,0.017199999999999993,640,0.0002897885063032648,0.0002897885063032648,0.0002897885063032648,16_14:1; 16_19:1,16_14:426.66666666666663; 16_19:391.1111111111111
17,95.28008107033332,16.5671717962125,5.23579202272731,-0.34001894645044134,0.009099999999999997,0.0084,0.009800000000000031,640,0.0002985343414795274,0.0002985343414795274,0.0002985343414795274,17_18:1,17_18:504.88888888888886
18,128.1812436330254,48.914878997978114,5.096924266795068,-0.34440346643189695,0.013299999999999979,0.01319999999999999,0.0134,640,0.0002928354467400663,0.0002928354467400663,0.0002928354467400663,18_17:1; 18_15:1; 18_21:1,18_17:469.3333333333333; 18_15:398.2222222222222; 18_21:490.66666666666663
19,62.163833827288784,21.85870254511299,5.00166989871909,-0.34488764779090014,0.06520000000000004,0.048,0.08240000000000003,640,0.0005024978913127286,0.0005024978913127286,0.0005024978913127286,19_20:1; 19_22:1; 19_16:1,19_20:455.1111111111111; 19_22:426.66666666666663; 19_16:426.66666666666663
20,157.95525947115806,18.764950827571298,5.186710253860113,-0.34079915658517135,0.012800000000000034,0.011600000000000055,0.014,640,0.0002925466963855808,0.0002925466963855808,0.0002925466963855808,20_19:1,20_19:419.55555555555554
21,76.38237979762465,16.45304328803693,5.273656099840792,-0.34080021709467345,0.00990000000000002,0.014000000000000012,0.0058,640,0.0007938016899275712,0.0007938016899275712,0.0007938016899275712,21_23:1; 21_18:1,21_23:362.66666666666663; 21_18:526.2222222222222
22,135.10304770174648,33.320128856645866,5.12740139154911,-0.34333264858878426,0.02400000000000002,0.029000000000000026,0.019,640,0.00025730246835993287,0.00025730246835993287,0.00025730246835993287,22_25:1; 22_19:1,22_25:426.66666666666663; 22_19:391.1111111111111
23,86.55020713094805,35.720152015075456,5.138178126570164,-0.34313834965962997,0.0049000000000000155,0.0078,0.0020000000000000018,640,0.0008124937119324189,0.0008124937119324189,0.0008124937119324189,23_21:1; 23_24:1,23_21:398.2222222222222; 23_24:355.55555555555554
24,117.32451141701571,50.76260651225933,5.004596870869539,-0.3458594382647524,0.010099999999999998,0.008600000000000052,0.0116,640,0.0001968219012097458,0.0001968219012097458,0.0001968219012097458,24_23:1; 24_25:1,24_23:391.1111111111111; 24_25:625.7777777777777
25,83.4441862932154,33.6403046482236,4.920658446714533,-0.3473445003818423,0.005600000000000049,0.0072,0.0040000000000000036,640,0.00021838031366505571,0.00021838031366505571,0.00021838031366505571,25_26:1; 25_22:1; 25_24:1,25_26:533.3333333333333; 25_22:462.2222222222222; 25_24:590.2222222222222
26,88.09158702380311,17.657990493465327,5.119915138771412,-0.3424851095935517,0.038799999999999946,0.03959999999999997,0.038,640,0.001212089060060996,0.001212089060060996,0.001212089060060996,26_25:1,26_25:497.77777777777777
