Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
11,173.86094230391672,219.44779127235876,4.66612063713853,-0.3326291684394058,0.03970000000000007,0.05559999999999998,0.0238,3576.8888888888887,0.0003626374110390877,0.0003626374110390877,0.0003626374110390877,11_14:0.009858262273777813; 11_8:0.010352604058656567,11_14:426.66666666666663; 11_8:640
12,80.46384053678364,173.90999226210536,4.74286189169745,-0.3329788859042299,0.03049999999999997,0.02959999999999996,0.0314,3576.8888888888887,0.00016019520361757183,0.00016019520361757183,0.00016019520361757183,12_13:0.006149506811742755; 12_10:0.010581862698256839; 12_15:0.007800207509245788,12_13:547.5555555555555; 12_10:640; 12_15:405.3333333333333
13,123.70685928519323,148.79335260646116,4.888634647917832,-0.3280608932831045,0.0121,0.017,0.007199999999999984,3576.8888888888887,0.00016141902275959086,0.00016141902275959086,0.00016141902275959086,13_12:0.006149506811742755; 13_14:0.005557134863976826,13_12:583.1111111111111; 13_14:320
14,117.44540658329781,189.99747087876153,4.780213321263261,-0.3325548125536596,0.025399999999999978,0.03620000000000001,0.0146,3576.8888888888887,0.00019044866914546467,0.00019044866914546467,0.00019044866914546467,14_11:0.009858262273777813; 14_13:0.005557134863976826; 14_16:0.006208591206175007,14_11:391.1111111111111; 14_13:355.55555555555554; 14_16:327.1111111111111
15,146.52399994257664,32.23979092462289,4.858139858078634,-0.3332429627595186,0.0250999999999999,0.03359999999999996,0.0166,3576.8888888888887,0.00023344458157615263,0.00023344458157615263,0.00023344458157615263,15_18:0.009339417554796753; 15_12:0.007800207509245788,15_18:305.77777777777777; 15_12:369.77777777777777
16,114.53508996217836,199.66110302706895,4.980432246315124,-0.3299209630101149,0.05899999999999994,0.06520000000000004,0.0528,3576.8888888888887,0.0002447591016722753,0.0002447591016722753,0.0002447591016722753,16_19:0.022977140774114335; 16_14:0.006208591206175007,16_19:682.6666666666666; 16_14:291.55555555555554
17,78.4847869346624,162.41070587688344,5.003419338914286,-0.3299258918605021,0.01539999999999997,0.0216,0.009199999999999986,3576.8888888888887,0.0013398744585635944,0.0013398744585635944,0.0013398744585635944,17_18:0.015340654417747068,17_18:248.88888888888889
18,174.32443773491966,287.2691172547673,4.781320379885046,-0.3330978056351375,0.09509999999999996,0.0896,0.10060000000000002,3576.8888888888887,0.0002068768546726446,0.0002068768546726446,0.0002068768546726446,18_21:0.008345556717561209; 18_17:0.015340654417747068; 18_15:0.009339417554796753,18_21:497.77777777777777; 18_17:284.44444444444446; 18_15:341.3333333333333
19,61.408122773921946,60.40558378173119,4.809833908789043,-0.33209642984213755,0.0677000000000001,0.0792,0.05620000000000003,3576.8888888888887,0.0005903047029481325,0.0005903047029481325,0.0005903047029481325,19_22:0.008009165715089445; 19_20:0.009763315244940424; 19_16:0.022977140774114335,19_22:362.66666666666663; 19_20:405.3333333333333; 19_16:718.2222222222222
20,118.09480763970157,156.18061770892072,5.047765751029816,-0.32804836581642133,0.012599999999999945,0.018,0.007199999999999984,3576.8888888888887,0.00019147084958847925,0.00019147084958847925,0.00019147084958847925,20_19:0.009763315244940424,20_19:369.77777777777777
21,72.04116792194739,99.9299356725836,4.942686094552304,-0.33129981715870577,0.04400000000000004,0.07599999999999996,0.012,3576.8888888888887,0.000640715512350425,0.000640715512350425,0.000640715512350425,21_18:0.008345556717561209; 21_23:0.008547072461447897,21_18:533.3333333333333; 21_23:398.2222222222222
22,103.26448297412638,223.6630889985632,4.911348836527046,-0.3318381487901825,0.011499999999999955,0.0176,0.00539999999999996,3576.8888888888887,0.00017183677307319926,0.00017183677307319926,0.00017183677307319926,22_19:0.008009165715089445; 22_25:0.006448416486640823,22_19:327.1111111111111; 22_25:483.55555555555554
23,118.64999058414293,213.0034619153267,4.892601840731846,-0.3315147986185018,0.033600000000000074,0.04139999999999999,0.0258,3576.8888888888887,0.00028362072663141617,0.00028362072663141617,0.00028362072663141617,23_21:0.008547072461447897; 23_24:0.00938614655228126,23_21:362.66666666666663; 23_24:640
24,113.12303562005872,51.94421513375241,4.671040300655077,-0.3359311630018671,0.012499999999999956,0.01980000000000004,0.0052,3576.8888888888887,0.00016513816564385776,0.00016513816564385776,0.00016513816564385776,24_23:0.00938614655228126; 24_25:0.00577259544299219,24_23:604.4444444444445; 24_25:433.77777777777777
25,151.59106805072255,172.51630154339978,4.758546181110486,-0.3335505749541642,0.016100000000000003,0.0214,0.010800000000000032,3576.8888888888887,0.00015502895935041268,0.00015502895935041268,0.00015502895935041268,25_22:0.006448416486640823; 25_26:0.005029354747813297; 25_24:0.00577259544299219,25_22:448; 25_26:348.4444444444444; 25_24:469.3333333333333
26,141.7488980388644,223.60730957229575,4.9542619068718485,-0.3295357314028495,0.02729999999999999,0.0418,0.012800000000000034,3576.8888888888887,0.00023166833496968313,0.00023166833496968313,0.00023166833496968313,26_25:0.005029354747813297,26_25:312.88888888888886
