Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
10,323.1715582451421,222.04798752568473,4.859209105811828,-0.3442220289426479,0.015499999999999958,0.016599999999999948,0.0144,1600,0.00027415156955097906,0.00027415156955097906,0.00027415156955097906,10_12:0.014965509112651515; 10_7:1,10_12:355.55555555555554; 10_7:796.4444444444443
11,296.31967183008544,172.09903476752598,4.700097515176998,-0.35180082564247295,0.016899999999999915,0.01959999999999995,0.0142,1600,0.0001235398479267796,0.0001235398479267796,0.0001235398479267796,11_8:0.005467968304792625; 11_14:1,11_8:689.7777777777777; 11_14:391.1111111111111
12,431.0083797848141,138.1085144073023,4.553791914955397,-0.35556368828480217,0.011800000000000033,0.009800000000000031,0.0138,1600,0.00009407885239732536,0.00009407885239732536,0.00009407885239732536,12_10:0.014965509112651515; 12_15:0.06377907067490385; 12_13:0.0047008839464899865,12_10:391.1111111111111; 12_15:561.7777777777777; 12_13:533.3333333333333
13,268.5264614796908,148.68478727541518,4.677677381228963,-0.3492880172961124,0.015900000000000025,0.018000000000000016,0.0138,1600,0.0003106340989746824,0.0003106340989746824,0.0003106340989746824,13_12:0.0047008839464899865; 13_14:1,13_12:497.77777777777777; 13_14:640
14,113.25058207493048,142.321552072133,4.6272493087066575,-0.36602706000124086,0.08660000000000001,0.10819999999999996,0.065,1600,0.023328917769288467,0.023328917769288467,0.023328917769288467,14_13:1; 14_11:1; 14_16:1,14_13:689.7777777777777; 14_11:440.88888888888886; 14_16:462.2222222222222
15,213.09039850397963,126.50984049606079,4.682893105344655,-0.3217367072391828,0.20310000000000006,0.22660000000000002,0.1796,1600,0.017024255093858805,0.017024255093858805,0.017024255093858805,15_12:0.06377907067490385; 15_18:1,15_12:526.2222222222222; 15_18:305.77777777777777
16,376.9360681670687,74.61609917406905,4.608622531317784,-0.32686199275676253,0.025700000000000056,0.030200000000000005,0.0212,1600,0.0017137301219246068,0.0017137301219246068,0.0017137301219246068,16_19:0.008643261436350858; 16_14:1,16_19:597.3333333333333; 16_14:512
17,255.50435519138716,94.00375249346482,4.60964527397089,-0.3517372955368743,0.07869999999999999,0.0774,0.07999999999999996,1600,0.000198119922167901,0.000198119922167901,0.000198119922167901,17_18:0.03990769605132896,17_18:384
18,221.8032968830401,4.982108842135698,4.695572652049993,-0.34743260538561627,0.08529999999999993,0.10099999999999998,0.0696,1600,0.013301152214314231,0.013301152214314231,0.013301152214314231,18_17:0.03990769605132896; 18_15:1; 18_21:1,18_17:348.4444444444444; 18_15:270.22222222222223; 18_21:632.8888888888888
19,279.9581987258658,329.96567049283846,4.709065609716428,-0.35020735160667216,0.1069,0.0624,0.15139999999999998,1600,0.00024619533891395625,0.00024619533891395625,0.00024619533891395625,19_22:0.03454425394756272; 19_16:0.008643261436350858; 19_20:0.004806151095051225,19_22:497.77777777777777; 19_16:547.5555555555555; 19_20:554.6666666666666
20,308.42568081627,236.86816857636774,4.828951602956439,-0.3453185351198451,0.013900000000000023,0.0204,0.007399999999999962,1600,0.00014044199781995475,0.00014044199781995475,0.00014044199781995475,20_19:0.004806151095051225,20_19:590.2222222222222
21,385.0741103451994,214.99069000889813,4.549679636024797,-0.35279454632861706,0.04489999999999994,0.05479999999999996,0.035,1600,0.00016508065978697398,0.00016508065978697398,0.00016508065978697398,21_23:1; 21_18:1,21_23:448; 21_18:597.3333333333333
22,331.3672512866249,180.2763083775629,4.629518791259566,-0.35271859583756393,0.07050000000000001,0.07779999999999998,0.0632,1600,0.008385048557922402,0.008385048557922402,0.008385048557922402,22_19:0.03454425394756272; 22_25:1,22_19:462.2222222222222; 22_25:782.2222222222222
23,437.5230885829173,185.4034832632155,4.6269657156887884,-0.35101959749399836,0.011199999999999988,0.005199999999999982,0.0172,1600,0.00017006912554713466,0.00017006912554713466,0.00017006912554713466,23_24:0.007009439314830251; 23_21:1,23_24:348.4444444444444; 23_21:483.55555555555554
24,444.19137802233416,141.31699557811314,4.679613019255953,-0.35145693297566427,0.02310000000000001,0.02080000000000004,0.0254,1600,0.0002682171646057197,0.0002682171646057197,0.0002682171646057197,24_23:0.007009439314830251; 24_25:1,24_23:384; 24_25:519.1111111111111
25,89.5250765795003,1.8450358460450715,4.584069511723488,-0.3253498653087678,0.3683333333333334,0.49,0.24666666666666667,1600,0.01618666020988161,0.01618666020988161,0.01618666020988161,25_24:1; 25_26:1; 25_22:1,25_24:554.6666666666666; 25_26:988.4444444444443; 25_22:746.6666666666666
26,350.77980752481767,176.2956812716341,4.668989537737608,-0.3476001399665885,0.04830000000000001,0.054200000000000026,0.0424,1600,0.0009812291164103498,0.0009812291164103498,0.0009812291164103498,26_25:1,26_25:952.8888888888888
