Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
0,350.34924211437703,363.9358978770578,4.883142799270271,-0.3448280631378064,0.02059999999999995,0.01539999999999997,0.0258,860.4444444444443,0.00019966984199688655,0.00019966984199688655,0.00019966984199688655,0_1:0.004219285564199954,0_1:384
1,464.64259639742266,398.34924350573283,4.627443751024999,-0.3498011743242354,0.04499999999999993,0.05740000000000001,0.0326,860.4444444444443,0.00022871945666119478,0.00022871945666119478,0.00022871945666119478,1_2:0.02628978488615652; 1_4:0.005505091523006572; 1_0:0.004219285564199954,1_2:398.2222222222222; 1_4:497.77777777777777; 1_0:419.55555555555554
2,521.7237355780677,742.3064626985091,4.755778276477179,-0.34991546201748996,0.09019999999999995,0.16279999999999994,0.0176,860.4444444444443,0.004587149402376446,0.004587149402376446,0.004587149402376446,2_1:0.02628978488615652; 2_3:0.05153099322068169,2_1:362.66666666666663; 2_3:327.1111111111111
3,113.60961493225497,213.11597438338532,4.839467713406252,-0.34823860487624425,0.019100000000000006,0.009800000000000031,0.0284,860.4444444444443,0.00012903367863557238,0.00012903367863557238,0.00012903367863557238,3_5:0.00479998122919667; 3_2:0.05153099322068169,3_5:547.5555555555555; 3_2:291.55555555555554
4,500.8373135307048,384.3826439009825,4.91326959226705,-0.34402532670230573,0.012699999999999934,0.011199999999999988,0.0142,860.4444444444443,0.0001334672351164604,0.0001334672351164604,0.0001334672351164604,4_7:0.005084596909591427; 4_1:0.005505091523006572,4_7:625.7777777777777; 4_1:462.2222222222222
5,439.9876739713322,250.68394963222158,4.974411562106832,-0.3440479376632981,0.04049999999999998,0.03959999999999997,0.0414,860.4444444444443,0.00008642978840013334,0.00008642978840013334,0.00008642978840013334,5_3:0.00479998122919667; 5_8:0.003098704059338042,5_3:583.1111111111111; 5_8:412.4444444444444
6,353.878039865529,421.6819782635107,4.993203134183166,-0.34281689887727573,0.012599999999999945,0.010199999999999987,0.015,860.4444444444443,0.0000926156859806183,0.0000926156859806183,0.0000926156859806183,6_7:0.005166860828644981,6_7:398.2222222222222
7,487.4549508045917,366.0594801801679,4.728459971815974,-0.34882978052918695,0.019400000000000084,0.02,0.01880000000000004,860.4444444444443,0.0001779537944745324,0.0001779537944745324,0.0001779537944745324,7_10:0.006206970387659355; 7_4:0.005084596909591427; 7_6:0.005166860828644981,7_10:455.1111111111111; 7_4:590.2222222222222; 7_6:433.77777777777777
8,394.84696164060864,431.5181569810425,4.902121542571545,-0.34442214359199314,0.014000000000000012,0.015199999999999991,0.0128,860.4444444444443,0.00011061564777993482,0.00011061564777993482,0.00011061564777993482,8_11:0.00803005855976166; 8_9:0.00502905857182262; 8_5:0.003098704059338042,8_11:412.4444444444444; 8_9:547.5555555555555; 8_5:448
9,260.5092027449109,254.71495700330706,5.175241127982656,-0.3390863461799598,0.011500000000000066,0.011800000000000033,0.0112,860.4444444444443,0.0004563719257841025,0.0004563719257841025,0.0004563719257841025,9_8:0.00502905857182262,9_8:512
10,391.4707303383663,181.7680541871886,4.837132272449589,-0.3456265960288847,0.011199999999999988,0.01319999999999999,0.0092,860.4444444444443,0.00010750594881305899,0.00010750594881305899,0.00010750594881305899,10_7:0.006206970387659355; 10_12:0.03402907043102915,10_7:490.66666666666663; 10_12:369.77777777777777
11,223.75872673346532,264.0819350667401,5.103905492087729,-0.341965945386705,0.050999999999999934,0.060799999999999965,0.0412,860.4444444444443,0.0004091537838341072,0.0004091537838341072,0.0004091537838341072,11_8:0.00803005855976166; 11_14:0.00555208911768279,11_8:376.88888888888886; 11_14:440.88888888888886
12,391.95589378741727,90.90210490885131,4.899523265654728,-0.34368406743454943,0.030899999999999928,0.05279999999999996,0.009,860.4444444444443,0.006798136082159158,0.006798136082159158,0.006798136082159158,12_13:0.2616767847103394; 12_10:0.03402907043102915; 12_15:0.06462090564363124,12_13:497.77777777777777; 12_10:334.22222222222223; 12_15:412.4444444444444
13,246.42468793958759,365.7946206620362,4.971622216161677,-0.34339515553207345,0.022199999999999998,0.0116,0.03280000000000005,860.4444444444443,0.00013360520791298088,0.00013360520791298088,0.00013360520791298088,13_14:0.0050643321675245545; 13_12:0.2616767847103394,13_14:654.2222222222222; 13_12:462.2222222222222
14,151.59934930966338,193.58867883973824,4.817485919641909,-0.3707892803520529,0.16720000000000002,0.0508,0.28359999999999996,860.4444444444443,0.00014709478969900054,0.00014709478969900054,0.00014709478969900054,14_13:0.0050643321675245545; 14_11:0.00555208911768279; 14_16:0.0045173357261753255,14_13:618.6666666666666; 14_11:476.4444444444444; 14_16:519.1111111111111
15,348.94775880463965,351.5104677195098,4.958490979256339,-0.3367877210086464,0.007000000000000006,0.008,0.006000000000000005,860.4444444444443,0.0004938817320885609,0.0004938817320885609,0.0004938817320885609,15_18:0.007846594025339104; 15_12:0.06462090564363124,15_18:376.88888888888886; 15_12:376.88888888888886
16,243.24582284785595,172.10903495447513,5.06461848863266,-0.34030549122531156,0.012599999999999945,0.01319999999999999,0.012,860.4444444444443,0.00018815648589505664,0.00018815648589505664,0.00018815648589505664,16_19:0.012143712089620173; 16_14:0.0045173357261753255,16_19:590.2222222222222; 16_14:483.55555555555554
17,270.31789366081284,357.8565355279457,5.151230798289667,-0.3401771205990185,0.007400000000000073,0.007800000000000029,0.007,860.4444444444443,0.0001455231930520311,0.0001455231930520311,0.0001455231930520311,17_18:0.006865283815116502,17_18:675.5555555555555
18,263.23399801032775,354.9839521883218,5.0829123258988504,-0.34257159647653834,0.015000000000000013,0.014800000000000035,0.0152,860.4444444444443,0.00014701051803952693,0.00014701051803952693,0.00014701051803952693,18_17:0.006865283815116502; 18_15:0.007846594025339104; 18_21:0.004249959709888673,18_17:640; 18_15:412.4444444444444; 18_21:462.2222222222222
19,245.3094519850559,116.53876741369716,4.800325406364891,-0.3826659734880729,0.08040000000000003,0.055400000000000005,0.1054,860.4444444444443,0.00032734659597484907,0.00032734659597484907,0.00032734659597484907,19_16:0.012143712089620173; 19_22:0.011380344380273966; 19_20:0.011170802781819061,19_16:625.7777777777777; 19_22:455.1111111111111; 19_20:618.6666666666666
20,250.98942850055502,114.72037382155244,5.111711924642804,-0.36932438654812233,0.01869999999999994,0.0166,0.02080000000000004,860.4444444444443,0.00017086848528873025,0.00017086848528873025,0.00017086848528873025,20_19:0.011170802781819061,20_19:583.1111111111111
21,305.46698029836773,326.634435105055,4.858353469397007,-0.3454155699013683,0.007299999999999973,0.00539999999999996,0.0092,860.4444444444443,0.00012625178746708253,0.00012625178746708253,0.00012625178746708253,21_23:0.005324316016983466; 21_18:0.004249959709888673,21_23:675.5555555555555; 21_18:497.77777777777777
22,466.6064039605922,260.67853162084793,4.921438182074697,-0.34481131225203304,0.01970000000000005,0.019199999999999995,0.0202,860.4444444444443,0.00015504530533341605,0.00015504530533341605,0.00015504530533341605,22_19:0.011380344380273966; 22_25:0.005012562813708682,22_19:419.55555555555554; 22_25:405.3333333333333
